case_id,suggested_intent,intent_confidence,suggested_action,action_confidence,suggested_risk_tags,short_reason,uncertainty_flags,model_name,prompt_version,annotation_source
spotify-gold-candidate-291,account_access_or_security,0.84,ESCALATE,0.94,ACCOUNT_SPECIFIC|SECURITY|PRIVATE_LOOKUP,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-288,account_access_or_security,0.90,ESCALATE,0.94,SECURITY|PRIVATE_LOOKUP,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-251,account_access_or_security,0.94,ESCALATE,0.94,ACCOUNT_SPECIFIC|PAYMENT|PII|PRIVATE_LOOKUP|MULTI_INTENT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-242,account_access_or_security,0.94,ESCALATE,0.82,,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-257,account_access_or_security,0.94,ESCALATE,0.94,ACCOUNT_SPECIFIC,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-263,account_access_or_security,0.94,ESCALATE,0.94,ACCOUNT_SPECIFIC|SECURITY|PRIVATE_LOOKUP,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-243,account_access_or_security,0.90,ESCALATE,0.94,ACCOUNT_SPECIFIC|SECURITY|PRIVATE_LOOKUP,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-285,account_access_or_security,0.94,ESCALATE,0.94,ACCOUNT_SPECIFIC|PAYMENT|SECURITY|PRIVATE_LOOKUP,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-300,account_access_or_security,0.84,ESCALATE,0.94,ACCOUNT_SPECIFIC|PAYMENT|PRIVATE_LOOKUP|MULTI_INTENT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-279,UNSURE,0.35,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-283,subscription_or_plan,0.84,ESCALATE,0.94,ACCOUNT_SPECIFIC,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-256,subscription_or_plan,0.94,ESCALATE,0.94,PAYMENT|MULTI_INTENT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-270,subscription_or_plan,0.90,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-262,billing_or_payment,0.72,ESCALATE,0.94,PAYMENT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-296,billing_or_payment,0.84,ESCALATE,0.94,ACCOUNT_SPECIFIC|PAYMENT|MULTI_INTENT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-289,UNSURE,0.35,ESCALATE,0.94,PAYMENT|PRIVATE_LOOKUP|AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-295,UNSURE,0.35,ESCALATE,0.94,ACCOUNT_SPECIFIC|PAYMENT|MULTI_INTENT|AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-292,UNSURE,0.35,ESCALATE,0.94,PAYMENT|POLICY_SENSITIVE|PRIVATE_LOOKUP|AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-244,billing_or_payment,0.94,ESCALATE,0.94,ACCOUNT_SPECIFIC|PAYMENT|PRIVATE_LOOKUP,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-274,UNSURE,0.35,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",INTENT_TIE|LOW_INTENT_CONFIDENCE|TAXONOMY_BOUNDARY,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-258,content_availability_or_metadata,0.94,ESCALATE,0.94,MULTI_INTENT|DEVICE_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",MULTI_INTENT_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-266,content_availability_or_metadata,0.90,AUTO_HANDLE,0.78,,The visible request appears suitable for grounded public guidance without private account access or internal action.,,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-276,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS|LOW_CONTEXT,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_CONTEXT|LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
spotify-gold-candidate-269,UNSURE,0.20,ESCALATE,0.94,AMBIGUOUS,"Private, sensitive, policy-dependent, or ambiguous handling may be required; do not auto-handle without human confirmation.",LOW_INTENT_CONFIDENCE|NO_TAXONOMY_SIGNAL,OpenAI Codex / deterministic taxonomy-risk rubric,spotify-provisional-v1,AI_PROVISIONAL
