case_id,thread_id,taxonomy_version,sampling_version,split_version,gold_intent,gold_action,gold_action_reason,difficulty,risk_tags,annotation_notes,annotator,reviewed_at,annotation_source,status
spotify-gold-candidate-246,twcs-29b350d1ec6a548198cb,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,library_playlist_or_saved_content,ESCALATE,"Spotify is mixing a local file with the album version on the laptop, so this needs a closer look at how local files are being matched.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:46:13.535850+00:00,human,FINALIZED
spotify-gold-candidate-247,twcs-4ce747910aeb75c57c62,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"Reputation still isn’t available on Spotify, so this is mainly a music availability issue.",EASY,,,candidate,2026-09-19T14:44:05.872447+00:00,human,FINALIZED
spotify-gold-candidate-248,twcs-e894a1fb8afe357bbf72,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,device_or_connectivity,ESCALATE,"The playlist keeps restarting while casting to Chromecast, and restarting only fixes it for a while.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:47:32.496868+00:00,human,FINALIZED
spotify-gold-candidate-250,twcs-7a5670e3de612348114c,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,I’m just looking for advice on the equalizer settings to get better sound.,EASY,,,candidate,2026-09-19T14:45:40.192241+00:00,human,FINALIZED
spotify-gold-candidate-251,twcs-9f6e5c9b048e83bd09fe,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"I can’t remember the login details and need the trial cancelled, so the account has to be found first.",HARD,ACCOUNT_SPECIFIC|PRIVATE_LOOKUP|MULTI_INTENT,,candidate,2026-09-19T14:49:26.719418+00:00,human,FINALIZED
spotify-gold-candidate-252,twcs-0f881668df446d03a2a5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"Spotify is acting up only on the Mac and playback keeps breaking, so this needs a closer technical look.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:38:41.504599+00:00,human,FINALIZED
spotify-gold-candidate-254,twcs-173bdf56d0681754809d,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"Random devices keep taking over playback even after changing the password, so the account needs a proper security check.",HARD,ACCOUNT_SPECIFIC|SECURITY|DEVICE_CONTEXT,,candidate,2026-09-19T14:39:24.793091+00:00,human,FINALIZED
spotify-gold-candidate-256,twcs-30e1564d6c1d92ceb972,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"I’m trying to update my card, but the old student verification is blocking me even though I’m no longer on the student plan.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT|POLICY_SENSITIVE,,candidate,2026-09-19T14:55:18.646160+00:00,human,FINALIZED
spotify-gold-candidate-257,twcs-ce8039fb88170be7f2cd,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"The old account is tied to Facebook and I can’t reset the password anymore, so support needs to help recover the account.",MEDIUM,ACCOUNT_SPECIFIC,,candidate,2026-09-19T14:50:46.354636+00:00,human,FINALIZED
spotify-gold-candidate-258,twcs-8a8befdfdcf47fda6531,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,ESCALATE,The album pages are showing the wrong release year for every album even after a fresh reinstall.,MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T15:00:18.284755+00:00,human,FINALIZED
spotify-gold-candidate-262,twcs-9e846936e607e922f877,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,I’ve already tried getting help with the payment issue for days and it still hasn’t been sorted out.,MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T14:56:23.718445+00:00,human,FINALIZED
spotify-gold-candidate-263,twcs-07506bda96bf22b64215,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"The hacker changed the login details and locked me out, so this needs proper account recovery and security help.",HARD,ACCOUNT_SPECIFIC|SECURITY|PII|PRIVATE_LOOKUP,,candidate,2026-09-19T14:51:21.798190+00:00,human,FINALIZED
spotify-gold-candidate-264,twcs-1026c7e7f95ce044d178,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"It keeps happening on both iPhone and iPad even after reinstalling, so this looks like an iOS app issue that needs a closer look.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:43:14.704593+00:00,human,FINALIZED
spotify-gold-candidate-265,twcs-dda71b9e9f2194c60786,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"Spotify keeps going down on both the web player and desktop app, so this looks like a wider service issue that needs checking.",MEDIUM,,,candidate,2026-09-19T14:42:17.996359+00:00,human,FINALIZED
spotify-gold-candidate-266,twcs-f262959b5ba9e30602ef,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,AUTO_HANDLE,I’m just looking for an album recommendation that matches the kind of music I like.,EASY,,,candidate,2026-09-19T15:00:50.051590+00:00,human,FINALIZED
spotify-gold-candidate-269,twcs-518ca33607d1151ca746,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,My Daily Mix recommendations suddenly changed and no longer match what I normally listen to.,MEDIUM,,,candidate,2026-09-19T15:01:58.593874+00:00,human,FINALIZED
spotify-gold-candidate-270,twcs-e365fd411acd40bb3fa2,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,ESCALATE,The Family invite keeps failing even with the same home address and after following the support steps.,MEDIUM,ACCOUNT_SPECIFIC|POLICY_SENSITIVE,,candidate,2026-09-19T14:55:48.282249+00:00,human,FINALIZED
spotify-gold-candidate-272,twcs-a72dc0b48704d5609fd5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,I just want to understand what the new like and dislike buttons do in Discover Weekly.,EASY,,,candidate,2026-09-19T14:41:18.200986+00:00,human,FINALIZED
spotify-gold-candidate-274,twcs-105b6e24f009a6e9e4d1,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"Clicking the album from search opens Local Files instead, so this looks like a reproducible client navigation bug.",MEDIUM,,,candidate,2026-09-19T14:59:39.440300+00:00,human,FINALIZED
spotify-gold-candidate-276,twcs-0b382ebde69f5bdbcfc6,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,other_or_unclear,ESCALATE,"I can’t tell what help is needed from just “Backstage” and a link, so I’d need more context.",MEDIUM,AMBIGUOUS|LOW_CONTEXT,,candidate,2026-09-19T15:01:30.812998+00:00,human,FINALIZED
spotify-gold-candidate-279,twcs-f3c9e696c5f978529ffb,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,I’m wondering how the Fans First algorithm decides who gets selected because I expected to qualify.,MEDIUM,,,candidate,2026-09-19T14:54:13.172001+00:00,human,FINALIZED
spotify-gold-candidate-282,twcs-7317af510ccfff5fe7e5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,feature_request_or_product_feedback,AUTO_HANDLE,"I used the direct sharing and Inbox features a lot, so losing them feels like a step backwards.",EASY,,,candidate,2026-09-19T14:42:47.692064+00:00,human,FINALIZED
spotify-gold-candidate-283,twcs-32ec3352cf108f3809a5,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,AUTO_HANDLE,I’m checking what discounts are available and whether the promotional account can later be added to a Family plan.,MEDIUM,POLICY_SENSITIVE,,candidate,2026-09-19T14:54:42.569469+00:00,human,FINALIZED
spotify-gold-candidate-285,twcs-d250d72dc774998af1cd,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"The account was compromised, so even after getting access back I’d want the account checked for any remaining security issues.",HARD,ACCOUNT_SPECIFIC|SECURITY,,candidate,2026-09-19T14:52:36.680418+00:00,human,FINALIZED
spotify-gold-candidate-286,twcs-af82c783963af61c1e6d,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,AUTO_HANDLE,"Spotify was failing on Windows 7 because of the missing DLL, but the support fix worked.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:45:10.314435+00:00,human,FINALIZED
spotify-gold-candidate-287,twcs-f2be470e12579eaa92fa,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"The unplayed filter still shows every episode even after updating the app, so this looks like a bug that needs a closer look.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:44:35.537294+00:00,human,FINALIZED
spotify-gold-candidate-288,twcs-6b06ef78b554406ef51a,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"The account was hacked and the email was changed, so this needs direct account recovery and security help.",HARD,ACCOUNT_SPECIFIC|SECURITY,,candidate,2026-09-19T14:48:48.493420+00:00,human,FINALIZED
spotify-gold-candidate-289,twcs-04e4c318d25c8d04bebd,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,billing_or_payment,ESCALATE,"I was expecting the 99p offer but got charged £9.99, so the payment needs to be checked.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T14:57:20.254646+00:00,human,FINALIZED
spotify-gold-candidate-290,twcs-b25efece742b9e823c29,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"The update fixed Bluetooth, but now the music drops whenever I switch apps or get a notification, so this looks like a new app bug.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:40:53.550310+00:00,human,FINALIZED
spotify-gold-candidate-291,twcs-79bd7b5984d367c53681,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"The account was hacked and previous support tickets still haven’t resolved it, so this needs a proper security review.",HARD,ACCOUNT_SPECIFIC|SECURITY|PRIVATE_LOOKUP,,candidate,2026-09-19T14:48:14.506563+00:00,human,FINALIZED
spotify-gold-candidate-292,twcs-2401a81515043193089f,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,ESCALATE,I’m still a student but my discount disappeared and now it says the student plan isn’t available in my region.,MEDIUM,ACCOUNT_SPECIFIC|PAYMENT|POLICY_SENSITIVE,,candidate,2026-09-19T14:58:37.363171+00:00,human,FINALIZED
spotify-gold-candidate-293,twcs-93d18abb24525009d953,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"The Windows app still won’t open after several reinstalls, while the web player works, so this needs a closer technical look.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:40:16.858000+00:00,human,FINALIZED
spotify-gold-candidate-295,twcs-4d9feca78e90f300d546,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,AUTO_HANDLE,I want to switch off the student plan so I can use gift cards to pay for regular Premium.,MEDIUM,POLICY_SENSITIVE,,candidate,2026-09-19T14:57:52.908672+00:00,human,FINALIZED
spotify-gold-candidate-296,twcs-44a8408242e9eb9ee2d1,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,subscription_or_plan,ESCALATE,"The Family payment went through, but all of our accounts are showing as Free instead of Premium.",MEDIUM,ACCOUNT_SPECIFIC|PAYMENT,,candidate,2026-09-19T14:56:51.704762+00:00,human,FINALIZED
spotify-gold-candidate-297,twcs-ac507adc78d8f0f3b7bd,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,content_availability_or_metadata,AUTO_HANDLE,"The artist page is showing music from the wrong artists, so this looks like a catalog metadata mistake.",EASY,,,candidate,2026-09-19T14:47:04.606932+00:00,human,FINALIZED
spotify-gold-candidate-299,twcs-7906b512e6f62f6060eb,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,playback_or_app_behavior,ESCALATE,"The volume is still too low even after trying the usual fixes, so this looks like a device-specific playback issue.",MEDIUM,DEVICE_CONTEXT,,candidate,2026-09-19T14:43:40.075190+00:00,human,FINALIZED
spotify-gold-candidate-300,twcs-a3607da9ae8578c9054e,spotify-intents-v1,spotify-golden-candidates-v1,spotify-temporal-v1,account_access_or_security,ESCALATE,"I can’t access the account or even reset the password, and I’m still unable to manage the payment.",HARD,ACCOUNT_SPECIFIC|PAYMENT|PRIVATE_LOOKUP,,candidate,2026-09-19T14:53:28.354616+00:00,human,FINALIZED
